model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 Fiesta,2015,Manual,54790,Diesel,0.0,88.3,1.5,6970
 EcoSport,2019,Semi-Auto,8420,Petrol,145.0,44.1,1.0,16497
 Fiesta,2015,Manual,20060,Petrol,125.0,54.3,1.2,6950
 Fiesta,2017,Semi-Auto,5890,Petrol,145.0,54.3,1.0,11440
 Focus,2016,Manual,46480,Petrol,20.0,61.4,1.0,8125
 Fiesta,2018,Manual,20800,Petrol,145.0,58.9,1.0,9700
 Fiesta,2018,Manual,25460,Petrol,145.0,58.9,1.0,9700
 Fiesta,2018,Manual,22620,Petrol,145.0,65.7,1.0,10360
 Fiesta,2018,Manual,26610,Petrol,145.0,58.9,1.0,9990
 Fiesta,2018,Manual,26830,Petrol,145.0,65.7,1.0,10100
 Focus,2013,Manual,78290,Diesel,20.0,67.3,1.6,6191
 Fiesta,2017,Manual,26030,Diesel,145.0,78.5,1.5,8290
 Focus,2017,Manual,16700,Petrol,145.0,60.1,1.0,11495
 Kuga,2019,Manual,12000,Diesel,145.0,39.2,2.0,20995
 Ka+,2017,Manual,9714,Petrol,30.0,57.7,1.2,7595
 Fiesta,2018,Manual,15500,Petrol,145.0,65.7,1.0,9695
 Kuga,2019,Manual,12000,Diesel,145.0,39.2,2.0,20995
 Ka+,2018,Manual,27760,Petrol,145.0,57.7,1.2,6950
 Focus,2017,Manual,27980,Diesel,145.0,74.3,1.5,11000
 Focus,2017,Manual,22850,Petrol,145.0,61.4,1.0,9750
 Fiesta,2016,Manual,15700,Petrol,125.0,54.3,1.2,7300
 Fiesta,2016,Manual,58740,Petrol,0.0,65.7,1.0,6630
 Kuga,2019,Manual,1428,Diesel,145.0,54.3,1.5,19500
 Galaxy,2016,Automatic,40874,Petrol,260.0,35.8,2.0,22000
 Fiesta,2018,Semi-Auto,1786,Petrol,145.0,50.4,1.0,12000
 Grand Tourneo Connect,2017,Manual,14825,Diesel,125.0,61.4,1.5,12750
 Fiesta,2019,Manual,16302,Diesel,145.0,55.4,1.5,11500
 Kuga,2018,Manual,12125,Diesel,145.0,54.3,1.5,17500
 Grand C-MAX,2016,Manual,11969,Diesel,30.0,64.2,1.5,10000
 S-MAX,2017,Automatic,32805,Petrol,260.0,35.8,2.0,19250
 Focus,2017,Manual,21967,Petrol,20.0,60.1,1.0,10500
 Focus,2017,Semi-Auto,8863,Petrol,125.0,51.4,1.0,13500
 Fiesta,2016,Manual,45000,Diesel,0.0,78.5,1.5,7550
 Fiesta,2018,Manual,13340,Petrol,145.0,56.5,1.0,11500
 Fiesta,2018,Manual,23050,Petrol,145.0,56.5,1.0,10600
 Fiesta,2018,Manual,20830,Petrol,145.0,56.5,1.0,10600
 Fiesta,2018,Manual,16960,Petrol,145.0,56.5,1.0,11200
 Focus,2018,Manual,28230,Petrol,145.0,60.1,1.0,12550
 Fiesta,2018,Manual,22200,Petrol,145.0,56.5,1.0,10600
 Fiesta,2018,Manual,11680,Petrol,145.0,56.5,1.0,11500
 Fiesta,2018,Manual,13480,Petrol,145.0,56.5,1.0,11500
 Ka+,2018,Manual,6000,Petrol,145.0,47.9,1.2,8995
 Fiesta,2017,Manual,18041,Petrol,145.0,54.3,1.2,8730
 Fiesta,2016,Manual,16826,Petrol,125.0,54.3,1.2,7490
 Focus,2018,Manual,7871,Petrol,145.0,57.7,1.0,13300
 S-MAX,2017,Manual,30478,Diesel,145.0,56.5,2.0,20495
 Focus,2015,Semi-Auto,18230,Diesel,20.0,67.3,1.5,10495
 Fiesta,2015,Manual,14500,Petrol,0.0,65.7,1.0,9995
 Focus,2016,Manual,37000,Diesel,0.0,74.3,1.5,8995
 Fiesta,2019,Manual,4000,Petrol,145.0,55.4,1.0,15995
 Kuga,2017,Manual,30000,Diesel,150.0,60.1,2.0,13995
 Focus,2018,Manual,19841,Petrol,145.0,60.1,1.0,11100
 Tourneo Custom,2016,Manual,31250,Diesel,240.0,44.1,2.0,22495
 Kuga,2017,Semi-Auto,24458,Diesel,145.0,54.3,2.0,19995
 C-MAX,2015,Manual,37946,Diesel,20.0,68.9,1.5,7500
 Kuga,2017,Automatic,11560,Petrol,145.0,38.2,1.5,15999
 C-MAX,2013,Manual,66936,Diesel,30.0,62.8,1.6,5995
 Focus,2016,Semi-Auto,12500,Petrol,125.0,51.4,1.0,9280
 Kuga,2018,Semi-Auto,49835,Diesel,150.0,54.3,2.0,13500
 Fiesta,2019,Manual,15,Petrol,150.0,58.9,1.0,14995
 Focus,2019,Manual,19721,Petrol,145.0,60.1,1.0,14995
 Fiesta,2018,Manual,21090,Petrol,145.0,56.5,1.0,10600
 Fiesta,2018,Manual,10000,Petrol,145.0,65.7,1.0,10695
 Focus,2014,Manual,25750,Petrol,20.0,60.1,1.0,7495
 Fiesta,2018,Manual,9000,Petrol,145.0,65.7,1.0,10995
 Fiesta,2016,Manual,30000,Petrol,0.0,65.7,1.0,8995
 Fiesta,2018,Manual,15000,Petrol,145.0,65.7,1.0,11295
 Kuga,2019,Manual,16250,Petrol,145.0,35.3,1.5,18995
 S-MAX,2019,Manual,13000,Diesel,145.0,56.5,2.0,21495
 Kuga,2019,Manual,10500,Diesel,145.0,38.2,2.0,19495
 EcoSport,2019,Automatic,3200,Petrol,145.0,45.6,1.0,16495
 Focus,2019,Manual,1800,Petrol,145.0,60.1,1.0,18995
 Fiesta,2017,Manual,32000,Petrol,145.0,65.7,1.0,8995
 Fiesta,2017,Manual,7501,Diesel,0.0,78.5,1.5,8995
 C-MAX,2016,Manual,9763,Diesel,20.0,68.9,1.5,9690
 EcoSport,2017,Manual,34000,Petrol,125.0,52.3,1.0,8990
 Fiesta,2017,Manual,5590,Petrol,145.0,54.3,1.2,8990
 Fiesta,2013,Manual,22230,Petrol,30.0,54.3,1.2,5975
 Focus,2015,Manual,44670,Petrol,20.0,60.1,1.0,7150
 Fiesta,2018,Manual,13870,Petrol,145.0,56.5,1.0,11500
 Fiesta,2014,Manual,25259,Petrol,0.0,65.7,1.0,7930
 Edge,2017,Semi-Auto,39000,Diesel,160.0,48.7,2.0,19395
 Kuga,2019,Manual,12000,Petrol,145.0,39.2,1.5,18695
 Fiesta,2017,Manual,24750,Petrol,145.0,65.7,1.0,9995
 B-MAX,2013,Manual,60903,Petrol,30.0,55.4,1.0,5195
 Fiesta,2019,Manual,3902,Petrol,145.0,58.9,1.0,14595
 Fiesta,2017,Manual,6999,Petrol,145.0,65.7,1.0,9495
 EcoSport,2018,Manual,8750,Petrol,145.0,54.3,1.0,14495
 Fiesta,2015,Manual,41000,Petrol,30.0,54.3,1.2,5495
 Fiesta,2017,Manual,19705,Petrol,125.0,54.3,1.2,7750
 Fiesta,2019,Manual,3238,Petrol,145.0,58.9,1.0,12995
 Mondeo,2019,Manual,22,Diesel,145.0,65.7,2.0,19500
 Mondeo,2019,Manual,21,Diesel,145.0,65.7,2.0,19500
 Fiesta,2018,Semi-Auto,33399,Petrol,145.0,54.3,1.0,12900
 Kuga,2018,Manual,4205,Petrol,145.0,39.2,1.5,19900
 EcoSport,2018,Manual,10012,Petrol,145.0,54.3,1.0,14500
 Focus,2018,Manual,7305,Petrol,145.0,41.5,2.0,20500
 Focus,2016,Manual,20096,Petrol,200.0,41.5,2.0,17900
 Kuga,2019,Manual,11337,Petrol,145.0,35.3,1.5,20700
 Focus,2017,Manual,33820,Diesel,145.0,74.3,1.5,12500
 Focus,2019,Automatic,1555,Diesel,145.0,64.2,2.0,19500
 Fiesta,2018,Manual,13659,Petrol,150.0,65.7,1.0,10995
 Focus,2018,Manual,16322,Petrol,150.0,60.1,1.0,10895
 EcoSport,2018,Manual,16326,Petrol,150.0,54.3,1.0,14485
 Fiesta,2018,Manual,27107,Petrol,145.0,65.7,1.0,10795
 Focus,2019,Manual,14569,Petrol,145.0,60.1,1.0,17995
 Fiesta,2015,Manual,42433,Petrol,30.0,54.3,1.2,6895
 Fiesta,2017,Manual,22608,Diesel,0.0,78.5,1.5,10295
 Focus,2018,Manual,17468,Petrol,145.0,60.1,1.0,11495
 Focus,2018,Manual,19550,Petrol,145.0,57.7,1.0,13265
 Ka+,2018,Manual,7379,Petrol,145.0,47.9,1.2,8695
 Fiesta,2016,Manual,16804,Petrol,0.0,65.7,1.0,9750
 Kuga,2019,Manual,14294,Petrol,145.0,39.2,1.5,19595
 B-MAX,2013,Manual,31472,Petrol,30.0,57.7,1.0,6995
 Fiesta,2013,Manual,11010,Petrol,0.0,65.7,1.0,7200
 Fiesta,2016,Manual,9420,Petrol,0.0,65.7,1.0,9790
 Fiesta,2016,Manual,15882,Diesel,0.0,78.5,1.5,10790
 Fiesta,2016,Manual,24490,Petrol,20.0,62.8,1.0,8568
 Fiesta,2018,Manual,12930,Petrol,145.0,56.5,1.0,11500
 Fiesta,2018,Manual,20673,Diesel,145.0,58.9,1.5,11420
 Fiesta,2018,Manual,25940,Petrol,145.0,56.5,1.0,9627
 Focus,2015,Manual,18653,Diesel,0.0,74.3,1.5,10270
 Fiesta,2017,Manual,24000,Petrol,145.0,54.3,1.2,7400
 Fiesta,2016,Manual,25300,Petrol,0.0,65.7,1.0,8250
 Fiesta,2018,Manual,11981,Petrol,150.0,65.7,1.0,11995
 Edge,2018,Semi-Auto,12815,Diesel,150.0,48.7,2.0,22795
 Focus,2018,Manual,17139,Petrol,150.0,57.7,1.0,12295
 Focus,2015,Manual,56329,Diesel,0.0,74.3,1.5,7495
 Fiesta,2018,Manual,8015,Petrol,150.0,56.5,1.0,11795
 Fiesta,2017,Manual,35119,Petrol,0.0,65.7,1.0,8295
 Focus,2018,Manual,13520,Petrol,150.0,57.7,1.0,13995
 Focus,2017,Manual,29984,Petrol,20.0,61.4,1.0,8895
 Fiesta,2016,Semi-Auto,11735,Petrol,0.0,57.7,1.0,10795
 Fiesta,2017,Manual,12154,Petrol,0.0,65.7,1.0,9500
 EcoSport,2018,Semi-Auto,8122,Petrol,145.0,44.1,1.0,17000
 S-MAX,2017,Manual,28280,Petrol,145.0,43.5,1.5,17950
 EcoSport,2018,Manual,9000,Petrol,145.0,54.3,1.0,14500
 Kuga,2018,Manual,32155,Diesel,145.0,60.1,2.0,16900
 Focus,2017,Manual,28672,Petrol,20.0,60.1,1.0,12000
 Focus,2017,Semi-Auto,16856,Petrol,145.0,51.4,1.0,13500
 Focus,2017,Manual,9342,Petrol,145.0,41.5,2.0,19500
 Focus,2019,Automatic,2750,Petrol,145.0,51.4,1.0,16107
 Fiesta,2017,Manual,37131,Petrol,150.0,65.7,1.0,9263
 Focus,2019,Manual,14581,Diesel,150.0,80.7,1.5,15140
 Focus,2017,Manual,45450,Diesel,0.0,74.3,1.5,8700
 Fiesta,2016,Manual,17193,Diesel,0.0,78.5,1.5,9060
 Galaxy,2017,Manual,20540,Diesel,145.0,56.5,2.0,18990
 Fiesta,2016,Manual,28850,Petrol,0.0,65.7,1.0,8225
 Fiesta,2013,Manual,41900,Petrol,0.0,65.7,1.0,6600
 Fiesta,2015,Manual,31563,Petrol,0.0,65.7,1.0,7995
 Focus,2019,Manual,6623,Petrol,145.0,60.1,1.0,14995
 Kuga,2019,Manual,6008,Petrol,145.0,35.3,1.5,21000
 EcoSport,2019,Semi-Auto,2565,Petrol,145.0,45.6,1.0,17900
 Fiesta,2017,Manual,16097,Petrol,145.0,65.7,1.0,10000
 Fiesta,2017,Manual,18556,Petrol,145.0,65.7,1.0,10650
 Fiesta,2017,Manual,34740,Petrol,0.0,65.7,1.0,9500
 Fiesta,2019,Manual,10219,Petrol,145.0,55.4,1.0,15995
 Focus,2019,Manual,7045,Petrol,145.0,60.1,1.0,16495
 EcoSport,2018,Manual,4287,Petrol,145.0,53.3,1.0,15500
 Mondeo,2017,Automatic,28377,Petrol,145.0,44.8,1.5,14500
 Fiesta,2017,Manual,45162,Petrol,125.0,54.3,1.2,7500
 Focus,2019,Manual,10318,Petrol,145.0,60.1,1.0,17990
 Fiesta,2017,Manual,4798,Petrol,145.0,65.7,1.0,12500
 Ka+,2017,Manual,20190,Petrol,30.0,57.7,1.2,7200
 Focus,2017,Semi-Auto,12582,Petrol,125.0,51.4,1.0,11817
 Fiesta,2018,Manual,4446,Petrol,145.0,62.8,1.0,13589
 Kuga,2019,Manual,5071,Diesel,145.0,39.2,2.0,21500
 Focus,2017,Manual,9340,Diesel,0.0,74.3,1.5,11728
 C-MAX,2016,Semi-Auto,25650,Diesel,125.0,58.9,2.0,10328
 Mustang,2019,Semi-Auto,1780,Petrol,145.0,22.1,5.0,38000
 Kuga,2018,Manual,8483,Diesel,145.0,60.1,2.0,16000
 Focus,2019,Manual,3608,Petrol,150.0,60.1,1.0,17200
 Kuga,2019,Manual,3500,Diesel,150.0,37.7,2.0,23551
 B-MAX,2017,Manual,11708,Petrol,30.0,57.7,1.0,9500
 C-MAX,2016,Manual,16072,Diesel,20.0,68.9,1.5,10500
 Puma,2020,Manual,384,Petrol,145.0,49.6,1.0,24500
 Kuga,2017,Manual,9185,Diesel,145.0,60.1,2.0,14700
 Ka+,2017,Manual,14272,Petrol,145.0,57.7,1.2,7500
 Edge,2017,Manual,45386,Diesel,160.0,48.7,2.0,17000
 EcoSport,2017,Manual,42727,Petrol,125.0,52.3,1.0,8600
 Focus,2019,Manual,5155,Diesel,145.0,80.7,1.5,15750
 Kuga,2019,Manual,1956,Diesel,145.0,38.2,2.0,18500
 Fiesta,2019,Manual,6288,Diesel,145.0,58.9,1.5,12500
 Focus,2018,Manual,5087,Petrol,150.0,41.5,2.0,18800
 Fiesta,2019,Manual,1458,Petrol,150.0,55.4,1.1,10766
 Fiesta,2019,Manual,3327,Petrol,150.0,56.5,1.0,12550
 Fiesta,2019,Manual,6090,Petrol,150.0,60.1,1.0,15000
 Puma,2019,Manual,10,Petrol,150.0,50.4,1.0,21200
 Fiesta,2016,Manual,4110,Petrol,0.0,65.7,1.0,10900
 EcoSport,2019,Semi-Auto,2565,Petrol,145.0,45.6,1.0,17900
 Fiesta,2018,Manual,9131,Petrol,145.0,58.9,1.0,12500
 Focus,2018,Manual,12929,Petrol,145.0,51.4,1.5,13500
 Focus,2017,Manual,21791,Petrol,145.0,60.1,1.0,11900
 Fiesta,2016,Manual,18903,Petrol,0.0,65.7,1.0,9000
 Fiesta,2018,Manual,14806,Petrol,145.0,62.8,1.0,12900
 Focus,2019,Automatic,942,Petrol,145.0,51.4,1.0,19900
 Fiesta,2018,Manual,8500,Petrol,145.0,65.7,1.0,11250
 Fiesta,2018,Manual,17600,Petrol,145.0,61.4,1.0,12450
 Ka+,2018,Manual,3569,Petrol,145.0,57.7,1.2,7995
 Fiesta,2016,Manual,21751,Petrol,125.0,54.3,1.2,7511
 Focus,2015,Manual,13886,Diesel,20.0,67.3,1.6,9495
 Focus,2017,Manual,24399,Petrol,145.0,41.5,2.0,16958
 Focus,2019,Manual,4924,Petrol,145.0,60.1,1.0,16230
 Fiesta,2017,Manual,10868,Petrol,0.0,65.7,1.0,9916
 Fiesta,2019,Manual,6240,Petrol,145.0,55.4,1.0,14300
 Galaxy,2016,Manual,33584,Diesel,125.0,56.5,2.0,19900
 Kuga,2019,Manual,4343,Petrol,145.0,34.4,1.5,18600
 Fiesta,2016,Manual,45375,Diesel,0.0,78.5,1.5,8000
 Kuga,2018,Manual,10924,Petrol,145.0,39.2,1.5,15991
 Fiesta,2017,Manual,22437,Petrol,0.0,65.7,1.0,10291
 Fiesta,2016,Manual,11521,Petrol,125.0,54.3,1.2,8000
 C-MAX,2017,Manual,32614,Diesel,20.0,68.9,1.5,9491
 Grand C-MAX,2017,Manual,11286,Petrol,30.0,54.3,1.0,13500
 B-MAX,2017,Manual,33766,Petrol,30.0,56.5,1.0,9900
 Focus,2019,Manual,16496,Petrol,145.0,51.4,1.5,18990
 EcoSport,2018,Manual,7050,Petrol,145.0,53.3,1.0,12900
 Fiesta,2017,Manual,13029,Petrol,0.0,65.7,1.0,8900
 Fiesta,2017,Manual,14321,Petrol,0.0,65.7,1.0,11000
 Fiesta,2018,Manual,29626,Petrol,145.0,65.7,1.0,9900
 Focus,2018,Manual,12892,Diesel,145.0,74.3,1.5,13900
 Fiesta,2017,Manual,14628,Petrol,145.0,65.7,1.0,9500
 Focus,2018,Manual,12307,Petrol,145.0,41.5,2.0,20900
 EcoSport,2019,Manual,3260,Petrol,145.0,51.4,1.0,17448
 Fiesta,2015,Manual,16682,Petrol,0.0,65.7,1.0,8600
 Fiesta,2017,Manual,7635,Petrol,0.0,65.7,1.0,10300
 Focus,2019,Manual,8580,Petrol,145.0,58.9,1.0,15500
 Kuga,2019,Manual,1300,Diesel,145.0,38.2,2.0,18992
 Fiesta,2018,Manual,14392,Petrol,145.0,64.2,1.1,9775
 Fiesta,2017,Manual,15000,Petrol,145.0,65.7,1.0,10848
 Kuga,2017,Manual,20708,Diesel,145.0,54.3,2.0,16250
 Fiesta,2018,Manual,18180,Petrol,145.0,65.7,1.0,10900
 Fiesta,2018,Manual,16079,Petrol,145.0,61.4,1.0,13700
 Fiesta,2018,Manual,21287,Petrol,145.0,65.7,1.0,10800
 Fiesta,2018,Manual,5159,Petrol,145.0,62.8,1.0,13500
 EcoSport,2017,Manual,18868,Petrol,125.0,52.3,1.0,12200
 Focus,2018,Manual,11000,Petrol,145.0,57.7,1.0,13500
 Fiesta,2018,Semi-Auto,6000,Petrol,145.0,54.3,1.0,13000
 Kuga,2019,Manual,5345,Diesel,145.0,37.7,2.0,23700
 Fiesta,2019,Manual,3000,Petrol,145.0,40.3,1.5,20500
 Focus,2019,Manual,6690,Petrol,145.0,51.4,1.5,17900
 Focus,2019,Manual,3332,Petrol,145.0,60.1,1.0,17300
 Focus,2019,Manual,5828,Petrol,145.0,60.1,1.0,18800
 Kuga,2018,Semi-Auto,7276,Diesel,145.0,58.9,1.5,18000
 C-MAX,2018,Manual,4811,Petrol,145.0,48.7,1.0,14700
 Kuga,2017,Manual,41147,Diesel,30.0,64.2,1.5,11250
 Fiesta,2019,Manual,6603,Petrol,150.0,58.9,1.0,15200
 Focus,2018,Manual,16165,Petrol,145.0,57.7,1.0,12900
 C-MAX,2017,Manual,33115,Diesel,20.0,68.9,1.5,9000
 Galaxy,2016,Manual,21013,Petrol,160.0,43.5,1.5,17315
 Focus,2019,Manual,3849,Petrol,145.0,51.4,1.5,19000
 C-MAX,2017,Manual,22742,Diesel,20.0,68.9,1.5,10500
 Kuga,2018,Manual,12100,Diesel,145.0,54.3,1.5,17000
 Kuga,2019,Automatic,2444,Petrol,145.0,29.1,1.5,23500
 Grand C-MAX,2018,Manual,10092,Petrol,145.0,47.9,1.0,12800
 C-MAX,2017,Manual,19313,Diesel,20.0,68.9,1.5,10700
 Fiesta,2018,Manual,7139,Petrol,145.0,65.7,1.0,11500
 Fiesta,2018,Manual,7071,Petrol,145.0,60.1,1.0,10000
 Fiesta,2018,Manual,8786,Diesel,145.0,88.3,1.5,12000
 Fiesta,2018,Manual,9662,Diesel,145.0,88.3,1.5,12000
 Fiesta,2018,Manual,14235,Diesel,145.0,88.3,1.5,12000
 Kuga,2017,Manual,9210,Diesel,145.0,60.1,2.0,15500
 Grand Tourneo Connect,2018,Manual,18232,Diesel,145.0,64.2,1.5,14900
 Focus,2019,Manual,3674,Diesel,145.0,57.7,1.5,18400
 Fiesta,2013,Manual,26276,Petrol,30.0,54.3,1.2,6127
 Focus,2018,Manual,10754,Diesel,145.0,80.7,1.5,16000
 Fiesta,2019,Semi-Auto,3711,Petrol,145.0,48.7,1.0,17515
 Fiesta,2016,Manual,10871,Petrol,20.0,62.8,1.0,10500
 Focus,2016,Automatic,2618,Petrol,145.0,46.3,1.5,12317
 Fiesta,2013,Manual,36313,Petrol,0.0,65.7,1.0,6774
 Kuga,2016,Automatic,24653,Petrol,235.0,38.2,1.5,15225
 Grand C-MAX,2018,Manual,5113,Petrol,145.0,47.9,1.0,14000
 S-MAX,2017,Automatic,16840,Petrol,260.0,35.8,2.0,20500
 Galaxy,2016,Manual,145,Diesel,125.0,56.5,2.0,20500
 Grand C-MAX,2017,Manual,4040,Petrol,145.0,54.3,1.0,14500
 Focus,2016,Automatic,3255,Petrol,145.0,46.3,1.5,14500
 Fiesta,2018,Manual,9653,Petrol,145.0,65.7,1.0,12000
 Grand C-MAX,2017,Manual,17121,Diesel,30.0,64.2,1.5,10500
 EcoSport,2019,Manual,6770,Diesel,145.0,68.9,1.5,15999
 Focus,2018,Manual,10755,Diesel,145.0,80.7,1.5,15000
 Focus,2018,Manual,12234,Diesel,145.0,74.3,1.5,15000
 Fiesta,2018,Manual,8725,Diesel,145.0,88.3,1.5,11900
 Focus,2019,Manual,4101,Petrol,145.0,58.9,1.0,18200
 Kuga,2019,Manual,3000,Petrol,150.0,35.3,1.5,20900
 Fiesta,2017,Manual,21829,Petrol,0.0,65.7,1.0,10200
 Focus,2018,Manual,27234,Diesel,145.0,67.3,2.0,17000
 Focus,2020,Manual,350,Petrol,150.0,34.5,2.3,29000
 Puma,2020,Manual,60,Petrol,150.0,51.4,1.0,19900
 C-MAX,2016,Manual,13624,Diesel,20.0,68.9,1.5,10650
 Fiesta,2016,Manual,52398,Diesel,0.0,78.5,1.5,6991
 B-MAX,2016,Manual,17303,Diesel,0.0,74.4,1.5,8350
 Focus,2018,Manual,21264,Petrol,150.0,57.7,1.0,12400
 Focus,2018,Manual,6894,Petrol,145.0,58.9,1.0,14795
 Ka+,2018,Manual,13561,Petrol,145.0,47.9,1.2,8495
 Ka+,2019,Manual,2801,Petrol,150.0,43.5,1.2,10500
 EcoSport,2019,Semi-Auto,10,Petrol,150.0,45.6,1.0,18100
 EcoSport,2019,Manual,238,Petrol,150.0,53.3,1.0,16700
 Fiesta,2017,Manual,10343,Petrol,125.0,54.3,1.2,10200
 Ka+,2018,Manual,17554,Petrol,145.0,57.7,1.2,9000
 Fiesta,2017,Manual,17065,Petrol,145.0,65.7,1.0,10500
 B-MAX,2017,Manual,31017,Petrol,145.0,57.7,1.0,10800
 Fiesta,2018,Manual,10531,Petrol,145.0,65.7,1.0,11200
 Fiesta,2017,Manual,17373,Petrol,0.0,65.7,1.0,9500
 Fiesta,2018,Manual,13961,Petrol,145.0,65.7,1.0,12500
 EcoSport,2018,Manual,19676,Petrol,145.0,54.3,1.0,14000
 Focus,2017,Manual,39093,Petrol,145.0,51.4,1.5,11700
 Kuga,2018,Manual,15910,Diesel,145.0,60.1,2.0,16500
 EcoSport,2018,Manual,13616,Petrol,145.0,54.3,1.0,14195
 Focus,2019,Manual,9172,Petrol,145.0,60.1,1.0,19995
 Focus,2018,Manual,22711,Petrol,145.0,61.4,1.0,10295
 Focus,2020,Manual,5817,Petrol,145.0,60.1,1.0,22995
 Fiesta,2020,Manual,1012,Petrol,145.0,58.9,1.0,18995
 Fiesta,2019,Manual,6014,Petrol,145.0,40.3,1.5,21995
 Focus,2018,Manual,10048,Petrol,145.0,60.1,1.0,11995
 Focus,2020,Manual,10,Petrol,150.0,60.1,1.0,18900
 Puma,2019,Manual,68,Petrol,150.0,50.4,1.0,21500
 Fiesta,2014,Manual,38254,Petrol,0.0,65.7,1.0,6500
 Kuga,2016,Manual,36825,Diesel,145.0,54.3,2.0,14000
 Fiesta,2019,Manual,918,Petrol,145.0,58.9,1.0,16500
 B-MAX,2017,Manual,17363,Petrol,30.0,57.7,1.0,10200
 S-MAX,2017,Manual,13406,Diesel,145.0,56.5,2.0,17400
 Fiesta,2017,Manual,10914,Petrol,145.0,65.7,1.0,11000
 Grand C-MAX,2017,Manual,12538,Diesel,30.0,64.2,1.5,11000
 Fiesta,2017,Manual,19841,Petrol,145.0,65.7,1.0,8000
 Fiesta,2017,Manual,14752,Petrol,145.0,65.7,1.0,9500
 Focus,2018,Manual,16744,Diesel,145.0,67.3,2.0,19900
 Focus,2017,Manual,6859,Petrol,20.0,60.1,1.0,11800
 Focus,2018,Manual,12581,Petrol,145.0,51.4,1.5,13000
 Kuga,2017,Manual,22992,Diesel,145.0,60.1,2.0,14800
 Mondeo,2019,Manual,26,Diesel,145.0,65.7,2.0,19500
 Mondeo,2019,Manual,27,Diesel,145.0,65.7,2.0,19500
 Fiesta,2017,Manual,13632,Diesel,145.0,88.3,1.5,11500
 B-MAX,2017,Manual,14057,Petrol,145.0,55.4,1.0,11500
 Focus,2018,Manual,30753,Petrol,150.0,60.1,1.0,10500
 Fiesta,2018,Manual,27185,Petrol,150.0,65.7,1.0,11500
 Fiesta,2016,Manual,25100,Petrol,0.0,65.7,1.0,8500
 Fiesta,2019,Manual,12500,Petrol,145.0,58.9,1.0,15000
 Fiesta,2013,Manual,36690,Petrol,30.0,54.3,1.2,5990
 Fiesta,2016,Manual,15250,Petrol,0.0,65.7,1.0,8600
 Fiesta,2016,Manual,44900,Petrol,0.0,65.7,1.0,6970
 Fiesta,2017,Manual,13880,Petrol,145.0,65.7,1.0,9700
 Fiesta,2013,Manual,28620,Petrol,0.0,65.7,1.0,6650
 Fiesta,2017,Manual,28810,Petrol,0.0,65.7,1.0,8200
 Galaxy,2016,Manual,17766,Diesel,125.0,56.5,2.0,18107
 Kuga,2018,Manual,13898,Diesel,145.0,60.1,2.0,16000
 Fiesta,2017,Manual,13787,Petrol,125.0,54.3,1.2,9500
 Mondeo,2020,Manual,17,Diesel,145.0,65.7,2.0,21000
 Mondeo,2020,Manual,23,Diesel,145.0,62.8,2.0,21500
 Mondeo,2020,Manual,7,Diesel,145.0,65.7,2.0,21000
 EcoSport,2018,Manual,4989,Petrol,150.0,54.3,1.0,14000
 Ka+,2018,Manual,1295,Petrol,150.0,48.7,1.2,9500
 C-MAX,2017,Manual,16311,Diesel,20.0,68.9,1.5,11800
 Focus,2017,Manual,22296,Diesel,145.0,74.3,1.5,12000
 EcoSport,2017,Manual,17140,Petrol,125.0,52.3,1.0,10800
 Fiesta,2018,Manual,9438,Petrol,145.0,65.7,1.0,11200
 Fiesta,2018,Manual,26522,Petrol,145.0,65.7,1.0,10700
 Fiesta,2018,Manual,16716,Petrol,145.0,64.2,1.1,9700
 Fiesta,2015,Manual,14318,Petrol,125.0,54.3,1.2,7100
 Fiesta,2015,Manual,22967,Petrol,0.0,65.7,1.0,8619
 Fiesta,2017,Manual,20845,Petrol,125.0,54.3,1.2,7200
 Focus,2018,Manual,9770,Petrol,145.0,58.9,1.0,13990
 Focus,2017,Semi-Auto,39900,Diesel,145.0,74.3,1.5,9890
 Fiesta,2018,Manual,17140,Petrol,145.0,56.5,1.0,11200
 Fiesta,2018,Manual,12670,Petrol,145.0,56.5,1.0,10990
 Focus,2014,Manual,57170,Petrol,30.0,56.5,1.0,6324
 Focus,2015,Manual,76000,Diesel,20.0,67.3,1.6,7360
 Focus,2016,Manual,7905,Diesel,0.0,74.3,1.5,9995
 Fiesta,2018,Manual,9250,Petrol,150.0,62.8,1.0,13000
 B-MAX,2015,Manual,55864,Diesel,20.0,70.6,1.6,6700
 EcoSport,2018,Manual,10541,Petrol,150.0,54.3,1.0,15000
 Fiesta,2018,Manual,22104,Petrol,150.0,65.7,1.0,15000
 Fiesta,2017,Manual,17066,Petrol,150.0,65.7,1.0,9670
 Focus,2018,Automatic,25000,Diesel,145.0,74.3,1.5,16557
 EcoSport,2016,Manual,50848,Diesel,30.0,64.2,1.5,7900
 Fiesta,2014,Semi-Auto,37500,Petrol,0.0,57.7,1.0,7350
 Fiesta,2018,Manual,10510,Petrol,150.0,65.7,1.0,10860
 EcoSport,2016,Manual,16866,Petrol,125.0,52.3,1.0,9500
 Focus,2019,Automatic,6290,Petrol,145.0,39.8,1.5,20000
 Kuga,2019,Semi-Auto,4181,Diesel,145.0,42.2,2.0,25000
 Fiesta,2016,Manual,49566,Petrol,0.0,65.7,1.0,8000
 Focus,2017,Manual,15000,Petrol,20.0,61.4,1.0,11400
